shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours,transit_progress_ratio,composite_risk_score,log_weight,sla_pressure,carrier_enc,transport_enc,origin_enc,destination_enc,status_enc,weather_enc,disruption_enc
SHP100892,Mumbai,Singapore,XPO Logistics,Road,2023-05-07,2023-05-13,0.12121212121212122,0.20512820512820512,Out for Delivery,0.8744653524372727,1.0,0.0,Snow,0.6052631578947368,1.0,0.4444444444444445,None,0.0,0.29955947136563843,0.6763157894736843,0.22857142857142848,0.9702,1,69.0,0.6666666666666666,0.39343916830570386,0.9827555720590879,0.0,1.0,0.6666666666666666,0.6000000000000001,0.6000000000000001,1.0,0.8333333333333333,0.5
SHP100893,Rotterdam,Chicago,UPS,Rail,2024-02-19,2024-02-27,0.18181818181818182,0.3333333333333333,At Port,0.8632222493408181,0.25,0.0,Clear,0.0,0.375,0.2222222222222222,Natural Disaster,1.0,0.6299559471365637,0.27894736842105267,0.28571428571428575,0.8717,1,60.8,0.8125,0.4140207923574038,0.9810920909853575,0.0,0.8,0.3333333333333333,0.8,0.0,0.0,0.16666666666666666,0.25
SHP100894,Shanghai,Tokyo,DB Schenker,Rail,2024-05-23,2024-05-30,0.15151515151515152,0.0,In Transit,0.08007610100387706,0.0,0.0,Blizzard,0.9684210526315788,0.125,1.0,Port Strike,0.9050000000000001,0.44052863436123335,0.5921052631578947,0.5999999999999999,1.0,1,8.9,0.0,0.728856420342793,0.6759053976934125,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.75,0.0,0.75
SHP100895,Shanghai,London,UPS,Rail,2024-05-23,2024-05-30,0.15151515151515152,0.3076923076923077,In Transit,0.7217652071971864,0.0,0.0,Rain,0.23789473684210521,0.25,1.0,None,0.044000000000000004,0.607929515418502,0.6842105263157895,0.7714285714285714,0.7891,1,11.7,0.8571428571428571,0.2536527114357966,0.9580865900979478,0.0,0.8,0.3333333333333333,1.0,0.2,0.75,0.6666666666666666,0.5
SHP100896,Dubai,Tokyo,XPO Logistics,Rail,2023-01-10,2023-01-24,0.36363636363636365,0.2564102564102564,At Port,0.7446875337593176,1.0,1.0,Heavy Rain,0.5484210526315789,0.125,0.7777777777777777,Traffic Jam,0.367,0.2731277533039642,0.5289473684210526,0.4857142857142857,0.9407,1,17.3,0.35714285714285715,0.5139084012363024,0.9621052796364216,0.4,1.0,0.3333333333333333,0.0,1.0,0.0,0.5,1.0
SHP100897,Mumbai,Chicago,FedEx,Sea,2023-04-19,2023-05-07,0.4848484848484848,0.10256410256410256,Delayed,0.338787505351477,0.75,0.0,Clear,0.010526315789473684,0.625,0.3333333333333333,Natural Disaster,0.9990000000000001,0.6916299559471364,0.12105263157894738,0.2571428571428572,0.7208,1,6.9,0.1111111111111111,0.46059286316381004,0.8608993804373579,1.0,0.4,1.0,0.6000000000000001,0.0,0.5,0.16666666666666666,0.25
SHP100898,Mumbai,Chicago,FedEx,Air,2024-07-14,2024-07-16,0.0,0.1794871794871795,Customs Hold,0.8763738791906567,0.25,0.0,Blizzard,0.8957894736842105,0.25,0.2222222222222222,Traffic Jam,0.379,0.7224669603524232,0.7973684210526316,0.6571428571428573,1.0,1,20.6,1.0,0.44633323967406574,0.9830358255624039,0.0,0.4,0.0,0.6000000000000001,0.0,0.25,0.0,1.0
SHP100899,Shanghai,Sydney,DB Schenker,Air,2024-07-18,2024-07-22,0.06060606060606061,0.1794871794871795,Delayed,0.6969843676854812,0.5,0.0,Fog,0.43999999999999995,0.25,1.0,Natural Disaster,1.0,0.5903083700440526,0.11842105263157895,0.057142857142857106,0.8796,1,12.4,0.875,0.5964456307951671,0.9535959885010621,0.0,0.0,0.0,1.0,0.8,0.5,0.3333333333333333,0.25
SHP100900,Shanghai,Singapore,FedEx,Rail,2024-02-02,2024-02-09,0.15151515151515152,0.07692307692307693,Out for Delivery,0.5381685345155263,1.0,0.0,Blizzard,0.9936842105263157,0.375,0.1111111111111111,Port Strike,0.8660000000000001,0.6607929515418505,0.8473684210526317,0.8857142857142857,1.0,1,58.0,0.21428571428571427,0.6617729699353752,0.9203612403381789,0.4,0.4,0.3333333333333333,1.0,0.6000000000000001,1.0,0.0,0.75
SHP100901,Los Angeles,Chicago,UPS,Air,2023-11-05,2023-11-07,0.0,0.1282051282051282,Customs Hold,0.6982887276888421,0.75,1.0,Clear,0.0,0.0,0.8888888888888888,None,0.022000000000000002,0.6255506607929515,0.7631578947368421,0.3714285714285714,0.7397,1,51.9,1.0,0.23215790952514753,0.9538363053336281,0.0,0.8,0.0,0.4,0.0,0.25,0.16666666666666666,0.5
SHP100902,Hamburg,London,XPO Logistics,Road,2023-04-03,2023-04-11,0.18181818181818182,0.3333333333333333,Customs Hold,0.8555541329406915,0.75,0.0,Heavy Rain,0.5694736842105264,1.0,1.0,Equipment Failure,0.649,0.3656387665198233,0.48947368421052634,0.0,1.0,1,34.8,0.8125,0.6633183478505198,0.9799450809768271,0.0,1.0,0.6666666666666666,0.2,0.2,0.25,0.5,0.0
SHP100903,Hamburg,Chicago,UPS,Road,2023-03-20,2023-03-28,0.18181818181818182,0.05128205128205128,In Transit,0.46182146272371183,1.0,0.0,Rain,0.2168421052631579,0.625,0.0,Equipment Failure,0.576,0.6167400881057272,0.37631578947368427,0.3428571428571428,0.7756,1,55.9,0.125,0.34426805282382694,0.9007012281067917,0.6000000000000001,0.8,0.6666666666666666,0.2,0.0,0.75,0.6666666666666666,0.0
SHP100904,Shanghai,London,UPS,Road,2023-10-14,2023-10-24,0.24242424242424243,0.02564102564102564,Delayed,0.7547123005949642,0.5,1.0,Blizzard,0.8978947368421052,0.75,0.6666666666666665,Traffic Jam,0.4,0.5462555066079293,0.12368421052631581,0.057142857142857106,0.7698,1,41.4,0.05,0.6648637257656644,0.9638240871716148,0.9,0.8,0.6666666666666666,1.0,0.2,0.5,0.0,1.0
SHP100905,Dubai,London,Maersk,Air,2023-11-22,2023-11-26,0.06060606060606061,0.1794871794871795,Customs Hold,0.1726696568252838,1.0,0.0,Clear,0.0,0.25,0.2222222222222222,Natural Disaster,1.0,0.33480176211453694,0.38421052631578956,0.7142857142857142,1.0,1,75.4,0.875,0.4232228153975836,0.7743698117206784,0.0,0.6000000000000001,0.0,0.0,0.2,0.25,0.16666666666666666,0.25
SHP100906,Mumbai,Singapore,DB Schenker,Rail,2024-07-22,2024-08-04,0.3333333333333333,0.3333333333333333,Customs Hold,0.20816145256090682,0.5,1.0,Storm,0.8578947368421053,0.5,0.3333333333333333,Port Strike,0.8640000000000001,0.4317180616740086,0.9447368421052632,0.6857142857142857,1.0,1,48.8,0.5,0.7976257375667322,0.7983582633572854,0.0,0.0,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.25,1.0,0.75
SHP100907,Dubai,London,UPS,Sea,2024-05-31,2024-06-19,0.5151515151515151,0.20512820512820512,Customs Hold,0.005907630506019662,0.5,0.0,Fog,0.4726315789473684,0.375,0.3333333333333333,Natural Disaster,1.0,0.40088105726872225,0.7789473684210526,0.17142857142857143,0.9917,1,67.3,0.21052631578947367,0.5890699634728858,0.34881404811098005,1.0,0.8,1.0,0.0,0.2,0.25,0.3333333333333333,0.25
SHP100908,Rotterdam,London,Maersk,Sea,2023-12-02,2024-01-02,0.8787878787878789,0.5128205128205128,At Port,0.7106841488250757,0.75,0.0,Storm,0.8231578947368421,0.625,0.7777777777777777,None,0.0,0.38766519823788537,0.5947368421052631,0.057142857142857106,0.8462,1,24.5,0.3225806451612903,0.41774374824388877,0.9560979178449884,1.0,0.6000000000000001,1.0,0.8,0.2,0.0,1.0,0.5
SHP100909,Mumbai,New York,DB Schenker,Air,2023-09-23,2023-09-26,0.030303030303030304,0.15384615384615385,Customs Hold,0.10318647946833326,0.75,0.0,Blizzard,0.9715789473684211,0.125,0.2222222222222222,Equipment Failure,0.568,0.4317180616740086,0.9447368421052632,0.057142857142857106,1.0,1,81.2,1.0,0.5188957572351784,0.70836556777948,0.0,0.0,0.0,0.6000000000000001,0.4,0.25,0.0,0.0
SHP100910,Los Angeles,Singapore,Maersk,Rail,2023-04-20,2023-05-01,0.27272727272727276,0.1282051282051282,At Port,0.1756324745629794,0.5,0.0,Clear,0.0,0.375,0.0,Natural Disaster,0.9900000000000001,0.25991189427312733,0.5526315789473685,0.8285714285714285,1.0,1,81.2,0.22727272727272727,0.42806968249508287,0.776552642547469,0.6000000000000001,0.6000000000000001,0.3333333333333333,0.4,0.6000000000000001,0.0,0.16666666666666666,0.25
SHP100911,Rotterdam,New York,DHL,Sea,2024-02-28,2024-03-20,0.5757575757575757,0.5384615384615384,Customs Hold,0.8062445234884829,0.25,0.0,Clear,0.0,0.625,0.0,Port Strike,0.9369999999999999,0.43612334801762076,0.45,0.5428571428571427,1.0,1,42.0,0.5,0.43066872717055354,0.9723143125945184,0.0,0.2,1.0,0.8,0.4,0.25,0.16666666666666666,0.75
SHP100912,Hamburg,Sydney,FedEx,Road,2024-08-20,2024-08-25,0.09090909090909091,0.1794871794871795,In Transit,0.7825379804826132,0.5,1.0,Clear,0.0,0.75,1.0,Traffic Jam,0.43600000000000005,0.7312775330396475,0.43947368421052635,0.8571428571428572,0.9902,1,93.2,0.7,0.507656645125035,0.9684780031899007,0.0,0.4,0.6666666666666666,0.2,0.8,0.75,0.16666666666666666,1.0
SHP100913,Rotterdam,New York,DB Schenker,Sea,2023-11-29,2023-12-18,0.5151515151515151,0.48717948717948717,At Port,0.7007173980018485,0.75,1.0,Clear,0.005263157894736842,0.25,0.2222222222222222,Natural Disaster,0.9720000000000001,0.409691629955947,0.6052631578947368,0.6857142857142857,0.9443,1,21.0,0.5,0.5347007586400674,0.9542825734840727,0.0,0.0,1.0,0.8,0.4,0.0,0.16666666666666666,0.25
SHP100914,Shanghai,London,DB Schenker,Air,2024-10-29,2024-10-31,0.0,0.05128205128205128,Delayed,0.977281729757413,0.5,1.0,Rain,0.20526315789473681,0.25,0.4444444444444445,Traffic Jam,0.395,0.4977973568281935,0.16578947368421057,0.8285714285714285,0.7634,1,22.8,0.5,0.3893649901657769,0.9970457410710283,0.0,0.0,0.0,1.0,0.2,0.5,0.6666666666666666,1.0
SHP100915,Dubai,Singapore,DB Schenker,Road,2024-06-01,2024-06-04,0.030303030303030304,0.1794871794871795,In Transit,0.9598789265837371,1.0,0.0,Storm,0.8789473684210526,0.625,0.1111111111111111,None,0.005000000000000001,0.5770925110132157,0.6657894736842106,0.1428571428571428,0.961,1,57.2,1.0,0.34693734194998593,0.994735888960649,0.0,0.0,0.6666666666666666,0.0,0.6000000000000001,0.75,1.0,0.5
SHP100916,Hamburg,London,FedEx,Road,2024-09-26,2024-10-03,0.15151515151515152,0.23076923076923075,Out for Delivery,0.24460151001676464,0.25,0.0,Blizzard,0.9126315789473683,0.75,0.0,Port Strike,0.869,0.7533039647577091,0.20526315789473687,0.0,0.9085,1,8.8,0.6428571428571429,0.6298819893228436,0.8190666897631206,0.0,0.4,0.6666666666666666,0.2,0.2,1.0,0.0,0.75
SHP100917,Los Angeles,Singapore,UPS,Road,2023-08-20,2023-08-28,0.18181818181818182,0.07692307692307693,In Transit,0.8751815501078298,0.25,0.0,Clear,0.03263157894736842,0.875,0.3333333333333333,Equipment Failure,0.5710000000000001,0.6784140969163,0.19473684210526318,0.6857142857142857,0.7407,1,61.1,0.1875,0.3734194998595111,0.9828608121633664,0.5,0.8,0.6666666666666666,0.4,0.6000000000000001,0.75,0.16666666666666666,0.0
SHP100918,Mumbai,London,DB Schenker,Rail,2023-01-28,2023-02-05,0.18181818181818182,0.05128205128205128,Customs Hold,0.3927704046316784,1.0,0.0,Clear,0.02631578947368421,0.125,0.5555555555555556,Equipment Failure,0.6080000000000001,0.5066079295154182,0.4447368421052632,0.17142857142857143,0.557,1,51.0,0.125,0.2953076706940152,0.8798928612328357,0.6000000000000001,0.0,0.3333333333333333,0.6000000000000001,0.2,0.25,0.16666666666666666,0.0
SHP100919,Shanghai,London,DHL,Rail,2024-05-07,2024-05-18,0.27272727272727276,0.1282051282051282,Delayed,0.9860381465284419,1.0,0.0,Rain,0.17684210526315788,0.375,0.5555555555555556,None,0.007000000000000001,0.5330396475770924,0.9026315789473685,0.6285714285714286,0.7744,1,45.5,0.22727272727272727,0.20096937341949989,0.9981924671238529,0.6000000000000001,0.2,0.3333333333333333,1.0,0.2,0.5,0.6666666666666666,0.5
SHP100920,Hamburg,Sydney,Maersk,Air,2024-01-17,2024-01-20,0.030303030303030304,0.10256410256410256,Customs Hold,0.4256774869864083,1.0,1.0,Clear,0.03684210526315789,0.375,0.0,Natural Disaster,0.96,0.29515418502202584,0.9052631578947369,0.2571428571428572,1.0,1,78.8,0.6666666666666666,0.5428491149199213,0.8902298415808996,0.0,0.6000000000000001,0.0,0.2,0.8,0.25,0.16666666666666666,0.25
SHP100921,Hamburg,New York,FedEx,Sea,2023-05-21,2023-06-09,0.5151515151515151,0.5641025641025641,At Port,0.5818685957324221,0.0,0.0,Heavy Rain,0.4978947368421053,0.5,0.2222222222222222,Traffic Jam,0.382,0.7180616740088102,0.2710526315789474,0.3428571428571428,0.7919,1,26.1,0.5789473684210527,0.3477100309075583,0.9303947160034782,0.0,0.4,1.0,0.2,0.4,0.0,0.5,1.0
SHP100922,Dubai,New York,DB Schenker,Rail,2024-10-15,2024-10-24,0.2121212121212121,0.1282051282051282,Delayed,0.7912363812412225,1.0,0.0,Fog,0.3821052631578947,0.125,0.5555555555555556,Natural Disaster,0.9740000000000001,0.409691629955947,0.818421052631579,0.5142857142857142,1.0,1,72.2,0.2777777777777778,0.5518404046080359,0.9698989467333354,0.4,0.0,0.3333333333333333,0.0,0.4,0.5,0.3333333333333333,0.25
SHP100923,Shanghai,Tokyo,DB Schenker,Rail,2024-05-19,2024-05-29,0.24242424242424243,0.1282051282051282,Delayed,0.716417731293837,0.75,0.0,Clear,0.0,0.125,0.5555555555555556,Natural Disaster,1.0,0.2114537444933915,0.05789473684210527,0.3714285714285714,0.7365,1,68.1,0.25,0.4243467266085979,0.9571307388464916,0.5,0.0,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.25
SHP100924,Los Angeles,New York,DB Schenker,Road,2024-06-23,2024-06-28,0.09090909090909091,0.15384615384615385,At Port,0.7789349860561514,1.0,0.0,Blizzard,0.9368421052631579,0.75,0.2222222222222222,Traffic Jam,0.401,0.4052863436123344,0.39736842105263165,0.028571428571428525,0.9044,1,30.3,0.6,0.5276763135712279,0.9678847999380578,0.0,0.0,0.6666666666666666,0.4,0.4,0.0,0.0,1.0
SHP100925,Hamburg,Singapore,UPS,Road,2024-02-06,2024-02-11,0.09090909090909091,0.05128205128205128,In Transit,0.7569469173491884,0.25,0.0,Blizzard,0.9063157894736841,0.75,0.6666666666666665,Equipment Failure,0.63,0.6167400881057272,0.9342105263157895,0.3428571428571428,1.0,1,46.2,0.2,0.6824248384377634,0.9642041150051053,0.30000000000000004,0.8,0.6666666666666666,0.2,0.6000000000000001,0.75,0.0,0.0
SHP100926,Rotterdam,Sydney,DHL,Road,2023-04-03,2023-04-09,0.12121212121212122,0.02564102564102564,Customs Hold,0.13428306212514657,0.0,1.0,Snow,0.6410526315789473,0.625,0.7777777777777777,None,0.016,0.49339207048458134,0.3947368421052632,0.5999999999999999,0.8334,1,5.0,0.08333333333333333,0.4847569542006181,0.7421223767216039,0.5,0.2,0.6666666666666666,0.8,0.8,0.25,0.8333333333333333,0.5
SHP100927,Los Angeles,New York,DB Schenker,Road,2023-03-10,2023-03-13,0.030303030303030304,0.07692307692307693,Delayed,0.16023022354169753,0.25,1.0,Rain,0.23789473684210521,0.75,0.2222222222222222,Port Strike,0.926,0.409691629955947,0.5394736842105263,0.2571428571428572,0.9963,1,14.4,0.5,0.6508850800786738,0.7647779990224128,0.0,0.0,0.6666666666666666,0.4,0.4,0.5,0.6666666666666666,0.75
SHP100928,Rotterdam,London,Maersk,Air,2024-06-25,2024-06-28,0.030303030303030304,0.1282051282051282,In Transit,0.28130964146104326,0.75,0.0,Storm,0.8863157894736842,0.375,0.2222222222222222,None,0.0,0.2731277533039642,0.9763157894736844,0.8285714285714285,1.0,1,6.9,0.8333333333333334,0.3670272548468671,0.837020985548762,0.0,0.6000000000000001,0.0,0.8,0.2,0.75,1.0,0.5
SHP100929,Rotterdam,Tokyo,DHL,Rail,2024-03-09,2024-03-18,0.2121212121212121,0.3333333333333333,Customs Hold,0.28304412017716896,0.5,0.0,Rain,0.26105263157894737,0.25,1.0,Traffic Jam,0.361,0.5286343612334798,0.6421052631578947,0.8,0.9787,1,90.9,0.7222222222222222,0.3734194998595111,0.8378103545454707,0.0,0.2,0.3333333333333333,0.8,1.0,0.25,0.6666666666666666,1.0
SHP100930,Los Angeles,London,DHL,Air,2023-10-22,2023-10-24,0.0,0.1794871794871795,Delayed,0.7900580560234625,0.25,0.0,Heavy Rain,0.5284210526315789,0.375,0.6666666666666665,Traffic Jam,0.439,0.33480176211453694,0.7526315789473684,0.9428571428571428,1.0,1,22.2,1.0,0.46979488620398996,0.9697073760405353,0.0,0.2,0.0,0.4,0.2,0.5,0.5,1.0
SHP100931,Shanghai,Tokyo,Maersk,Air,2023-04-13,2023-04-18,0.09090909090909091,0.23076923076923075,Delayed,0.26653556381561316,0.5,0.0,Heavy Rain,0.5052631578947367,0.125,0.7777777777777777,Traffic Jam,0.367,0.29955947136563843,0.5605263157894738,0.028571428571428525,0.8454,1,11.0,0.9,0.37917954481595956,0.8300932835251704,0.0,0.6000000000000001,0.0,1.0,1.0,0.5,0.5,1.0
SHP100932,Mumbai,London,DHL,Road,2023-07-21,2023-07-31,0.24242424242424243,0.1282051282051282,Out for Delivery,0.28080350176648755,0.0,1.0,Storm,0.846315789473684,0.75,1.0,Traffic Jam,0.426,0.4713656387665197,0.41842105263157897,0.3714285714285714,0.9727,1,21.0,0.25,0.7294183759483002,0.8367897229758955,0.5,0.2,0.6666666666666666,0.6000000000000001,0.2,1.0,1.0,1.0
SHP100933,Rotterdam,Sydney,XPO Logistics,Road,2023-01-04,2023-01-12,0.18181818181818182,0.1794871794871795,In Transit,0.781029564159708,1.0,1.0,Snow,0.5884210526315788,0.875,0.0,None,0.028000000000000004,0.2511013215859026,0.6026315789473684,0.22857142857142848,0.8621,1,46.6,0.4375,0.43228434953638656,0.9682299877852769,0.1,1.0,0.6666666666666666,0.8,0.8,0.75,0.8333333333333333,0.5
SHP100934,Los Angeles,Singapore,Maersk,Air,2023-04-07,2023-04-11,0.06060606060606061,0.20512820512820512,Out for Delivery,0.25633274783840343,0.75,1.0,Storm,0.7947368421052631,0.375,0.5555555555555556,Natural Disaster,1.0,0.33920704845814953,0.8421052631578948,0.08571428571428569,1.0,1,82.4,1.0,0.8197527395335769,0.8250814964386609,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,1.0,1.0,0.25
SHP100935,Hamburg,Singapore,Maersk,Sea,2024-01-12,2024-02-01,0.5454545454545454,0.5897435897435898,Delayed,0.7770884764194917,0.0,0.0,Fog,0.37473684210526315,0.625,0.1111111111111111,None,0.020000000000000004,0.3259911894273122,0.5763157894736842,0.4857142857142857,0.8672,1,31.3,0.575,0.23328182073616188,0.9675797236485959,0.0,0.6000000000000001,1.0,0.2,0.6000000000000001,0.5,0.3333333333333333,0.5
SHP100936,Dubai,Sydney,XPO Logistics,Rail,2024-01-08,2024-01-20,0.30303030303030304,0.02564102564102564,In Transit,0.6658697800592964,0.75,0.0,Heavy Rain,0.5021052631578946,0.5,0.7777777777777777,Port Strike,0.875,0.2643171806167395,0.026315789473684216,0.5999999999999999,0.9701,1,77.2,0.041666666666666664,0.6071930317504917,0.9477261028196289,1.0,1.0,0.3333333333333333,0.0,0.8,0.75,0.5,0.75
SHP100937,Mumbai,Singapore,FedEx,Sea,2024-03-06,2024-04-08,0.9393939393939394,0.02564102564102564,Customs Hold,0.387158855844213,0.0,0.0,Snow,0.6473684210526316,0.625,1.0,Port Strike,0.9,0.6651982378854626,0.32894736842105265,0.3428571428571428,0.8407,1,48.4,0.015151515151515152,0.6945771284068558,0.8780441262881986,1.0,0.4,1.0,0.6000000000000001,0.6000000000000001,0.25,0.8333333333333333,0.75
SHP100938,Hamburg,Tokyo,XPO Logistics,Sea,2024-05-30,2024-06-29,0.8484848484848486,0.5128205128205128,At Port,0.4225426217636068,1.0,0.0,Snow,0.6463157894736842,0.375,0.4444444444444445,Equipment Failure,0.562,0.3524229074889864,0.45526315789473687,0.1428571428571428,0.808,1,44.5,0.3333333333333333,0.4799803315538072,0.8892801347617438,1.0,1.0,1.0,0.2,1.0,0.0,0.8333333333333333,0.0
SHP100939,Mumbai,Singapore,XPO Logistics,Rail,2023-07-30,2023-08-12,0.3333333333333333,0.1282051282051282,In Transit,0.8393336560890805,1.0,0.0,Storm,0.8842105263157894,0.125,0.2222222222222222,Natural Disaster,1.0,0.05726872246696013,0.5789473684210527,0.4857142857142857,1.0,1,66.6,0.19230769230769232,0.6562236583309919,0.9774845551288427,0.8,1.0,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.75,1.0,0.25
SHP100940,Rotterdam,Chicago,DHL,Rail,2024-03-04,2024-03-18,0.36363636363636365,0.05128205128205128,In Transit,0.2918685557213791,1.0,0.0,Fog,0.3694736842105263,0.5,0.6666666666666665,Port Strike,0.8810000000000001,0.3303964757709248,0.26315789473684215,0.28571428571428575,0.8877,1,21.8,0.07142857142857142,0.561604383253723,0.8417530394491176,1.0,0.2,0.3333333333333333,0.8,0.0,0.75,0.3333333333333333,0.75
SHP100941,Dubai,Chicago,DB Schenker,Sea,2023-12-01,2023-12-19,0.4848484848484848,0.28205128205128205,In Transit,0.4391472046284775,1.0,0.0,Snow,0.623157894736842,0.25,0.5555555555555556,Port Strike,0.91,0.4493392070484581,0.06315789473684211,1.0,1.0,1,39.1,0.3055555555555556,0.58450407417814,0.8942325226683014,0.7000000000000001,0.0,1.0,0.0,0.0,0.75,0.8333333333333333,0.75
SHP100942,Rotterdam,Chicago,DHL,Road,2023-10-12,2023-10-17,0.09090909090909091,0.1794871794871795,Customs Hold,0.3436808559162329,0.0,0.0,Fog,0.41789473684210526,0.625,0.3333333333333333,Equipment Failure,0.588,0.5110132158590308,0.6421052631578947,0.28571428571428575,0.9575,1,14.6,0.7,0.4621382410789548,0.8627414419837081,0.0,0.2,0.6666666666666666,0.8,0.0,0.25,0.3333333333333333,0.0
SHP100943,Dubai,Tokyo,DB Schenker,Sea,2023-01-02,2023-02-03,0.9090909090909092,0.7692307692307692,At Port,0.03133064725864339,1.0,0.0,Clear,0.0,0.5,0.8888888888888888,Traffic Jam,0.438,0.5418502202643172,0.20263157894736844,0.028571428571428525,0.6067,1,28.4,0.46875,0.3158190502950267,0.5562596630191053,0.2,0.0,1.0,0.0,1.0,0.0,0.16666666666666666,1.0
SHP100944,Mumbai,London,DB Schenker,Sea,2023-06-28,2023-07-25,0.7575757575757576,0.02564102564102564,At Port,0.07515474270898767,0.0,0.0,Storm,0.8589473684210526,0.5,0.4444444444444445,Equipment Failure,0.568,0.3303964757709248,0.6473684210526316,0.9428571428571428,1.0,1,44.1,0.018518518518518517,0.5908963191907839,0.66779179327053,1.0,0.0,1.0,0.6000000000000001,0.2,0.0,1.0,0.0
SHP100945,Rotterdam,Singapore,FedEx,Rail,2024-02-20,2024-03-06,0.393939393939394,0.02564102564102564,In Transit,0.6725156143095494,0.25,0.0,Rain,0.1831578947368421,0.125,0.6666666666666665,Natural Disaster,1.0,0.4845814977973566,0.8052631578947369,0.45714285714285713,0.9047,1,28.3,0.03333333333333333,0.5162264681090194,0.949002560980093,1.0,0.4,0.3333333333333333,0.8,0.6000000000000001,0.75,0.6666666666666666,0.25
SHP100946,Hamburg,Tokyo,DB Schenker,Rail,2023-12-09,2023-12-18,0.2121212121212121,0.0,Customs Hold,0.018451092501530424,1.0,0.0,Snow,0.6484210526315789,0.25,0.6666666666666665,Traffic Jam,0.41600000000000004,0.427312775330396,0.37368421052631584,0.28571428571428575,0.7116,1,64.4,0.0,0.4318628828322563,0.48934614399627446,0.9,0.0,0.3333333333333333,0.2,1.0,0.25,0.8333333333333333,1.0
SHP100947,Hamburg,London,Maersk,Road,2024-07-18,2024-07-27,0.2121212121212121,0.07692307692307693,Customs Hold,0.041915568696960365,0.5,0.0,Clear,0.0,0.75,0.2222222222222222,Port Strike,0.879,0.24669603524229045,0.37631578947368427,0.0,0.7667,1,19.9,0.16666666666666666,0.4512503512222535,0.5932627216415832,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.2,0.2,0.25,0.16666666666666666,0.75
SHP100948,Mumbai,Tokyo,DB Schenker,Air,2024-01-12,2024-01-16,0.06060606060606061,0.10256410256410256,At Port,0.5177408964874305,0.25,0.0,Blizzard,0.9526315789473685,0.0,0.7777777777777777,Natural Disaster,1.0,0.5330396475770924,0.45263157894736844,0.3428571428571428,0.9798,1,88.7,0.5,0.6906434391683058,0.91538836692982,0.0,0.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.25
SHP100949,Mumbai,Sydney,DHL,Sea,2023-02-09,2023-03-11,0.8484848484848486,0.6666666666666666,Customs Hold,0.7485065878182378,0.25,0.0,Rain,0.1968421052631579,0.5,0.2222222222222222,Natural Disaster,0.9980000000000001,0.5110132158590308,0.9105263157894736,0.5714285714285714,1.0,1,22.7,0.43333333333333335,0.5333661140769879,0.962762791256897,0.4,0.2,1.0,0.6000000000000001,0.8,0.25,0.6666666666666666,0.25
SHP100950,Rotterdam,Sydney,DHL,Sea,2023-05-12,2023-06-11,0.8484848484848486,0.10256410256410256,Delayed,0.6572994146384402,1.0,0.0,Fog,0.428421052631579,0.625,1.0,Equipment Failure,0.639,0.7312775330396475,0.37631578947368427,0.17142857142857143,0.6938,1,40.9,0.06666666666666667,0.5396178701882552,0.9460610746218607,1.0,0.2,1.0,0.8,0.8,0.5,0.3333333333333333,0.0
SHP100951,Dubai,Chicago,XPO Logistics,Sea,2024-05-03,2024-06-07,1.0,0.717948717948718,Customs Hold,0.9475735302943612,1.0,0.0,Heavy Rain,0.5557894736842105,0.25,0.0,Equipment Failure,0.5750000000000001,0.18942731277532987,0.5263157894736842,0.3142857142857142,0.9302,1,80.5,0.4,0.3989182354593987,0.9930772040174818,0.7000000000000001,1.0,1.0,0.0,0.0,0.25,0.5,0.0
SHP100952,Hamburg,New York,UPS,Sea,2024-09-05,2024-09-27,0.6060606060606062,0.0,At Port,0.8401038686677523,0.25,0.0,Fog,0.3989473684210526,0.25,0.6666666666666665,Port Strike,0.916,0.7929515418502202,0.4657894736842106,0.6571428571428573,0.8667,1,79.8,0.0,0.5374402922169148,0.9776024613779755,1.0,0.8,1.0,0.2,0.4,0.0,0.3333333333333333,0.75
SHP100953,Los Angeles,Singapore,XPO Logistics,Sea,2024-07-31,2024-08-24,0.6666666666666667,0.0,In Transit,0.6128851563031397,1.0,1.0,Blizzard,0.9473684210526315,0.375,0.0,Traffic Jam,0.434,0.29955947136563843,0.47105263157894744,0.9142857142857141,1.0,1,64.0,0.0,0.593916830570385,0.937069152985015,1.0,1.0,1.0,0.4,0.6000000000000001,0.75,0.0,1.0
